TID,Date,Service 1,Service 2,Service 3,Service 4,TotalPrice
11446,20/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,651000
11447,28/01/2025,Deodorizing,Interior Vacuuming,Car Wash,,460000
11448,26/10/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,298000
11449,07/12/2024,Waxing,Polishing,Car Wash,,54000
11450,25/07/2024,Car Wash,Tire Shine,,,421000
11451,25/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,812000
11452,22/02/2025,Deodorizing,Waxing,Car Wash,,518000
11453,21/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,475000
11454,04/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,371000
11455,25/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,318000
11456,06/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,636000
11457,18/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,289000
11458,19/10/2024,Car Wash,Polishing,Tire Replacement,,479000
11459,09/04/2025,Car Wash,Polishing,Tire Replacement,,352000
11460,16/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,63000
11461,17/01/2025,Waxing,Polishing,Car Wash,,908000
11462,17/10/2024,Car Wash,Polishing,Tire Replacement,,152000
11463,07/03/2025,Car Wash,Underbody Wash,,,379000
11464,10/06/2024,Waxing,Polishing,Car Wash,,552000
11465,02/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,668000
11466,06/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,274000
11467,31/03/2025,Car Wash,Tire Shine,,,546000
11468,28/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,135000
11469,10/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,746000
11470,15/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,127000
11471,27/01/2025,Car Wash,Tire Shine,,,258000
11472,21/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,149000
11473,11/12/2024,Car Wash,Polishing,Tire Replacement,,427000
11474,17/03/2025,Deodorizing,Waxing,Car Wash,,649000
11475,26/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,301000
11476,01/10/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,236000
11477,29/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,300000
11478,15/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,582000
11479,01/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,398000
11480,29/09/2024,Waxing,Polishing,Car Wash,,520000
11481,21/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,323000
11482,31/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,670000
11483,29/08/2024,Waxing,Polishing,Car Wash,,430000
11484,01/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,555000
11485,01/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,761000
11486,05/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,459000
11487,01/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,309000
11488,10/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,486000
11489,03/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,530000
11490,15/01/2025,Waxing,Polishing,Car Wash,,569000
11491,28/09/2024,Deodorizing,Waxing,Car Wash,,618000
11492,11/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,452000
11493,19/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,260000
11494,07/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,162000
11495,26/10/2024,Car Wash,Polishing,Tire Replacement,,672000
11496,07/05/2024,Car Wash,Polishing,Tire Replacement,,675000
11497,23/07/2024,Car Wash,Tire Shine,,,118000
11498,13/02/2025,Car Wash,Polishing,Tire Replacement,,766000
11499,19/05/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,398000
11500,10/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,238000
11501,12/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,594000
11502,04/05/2025,Car Wash,Polishing,Tire Replacement,,61000
11503,17/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,162000
11504,26/12/2024,Car Wash,Polishing,Tire Replacement,,519000
11505,18/04/2025,Car Wash,Polishing,Tire Replacement,,111000
11506,11/04/2025,Car Wash,Polishing,Tire Replacement,,909000
11507,11/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,255000
11508,01/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,586000
11509,20/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,384000
11510,20/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,510000
11511,18/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,275000
11512,27/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,299000
11513,27/03/2025,Car Wash,Tire Shine,,,712000
11514,04/06/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,383000
11515,28/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,331000
11516,01/05/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,521000
11517,11/08/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,512000
11518,27/06/2024,Deodorizing,Interior Vacuuming,Car Wash,,280000
11519,13/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,370000
11520,28/11/2024,Deodorizing,Waxing,Car Wash,,478000
11521,16/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,302000
11522,18/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,463000
11523,30/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,656000
11524,22/02/2025,Car Wash,Polishing,Tire Replacement,,949000
11525,19/02/2025,Waxing,Polishing,Car Wash,,116000
11526,31/08/2024,Car Wash,Underbody Wash,,,633000
11527,20/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,523000
11528,11/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,265000
11529,13/03/2025,Waxing,Polishing,Car Wash,,380000
11530,24/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,406000
11531,25/05/2024,Car Wash,Underbody Wash,,,493000
11532,30/10/2024,Car Wash,Underbody Wash,,,356000
11533,03/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,410000
11534,17/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,452000
11535,24/08/2024,Car Wash,Polishing,Tire Replacement,,70000
11536,28/12/2024,Car Wash,Polishing,Tire Replacement,,701000
11537,31/10/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,328000
11538,16/02/2025,Car Wash,Tire Shine,,,95000
11539,29/05/2024,Deodorizing,Interior Vacuuming,Car Wash,,103000
11540,05/04/2025,Waxing,Polishing,Car Wash,,645000
11541,18/05/2024,Car Wash,Underbody Wash,,,602000
11542,15/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,491000
11543,16/04/2025,Car Wash,Underbody Wash,,,515000
11544,25/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,63000
11545,05/10/2024,Car Wash,Underbody Wash,,,286000
11546,11/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,296000
11547,06/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,65000
11548,18/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,258000
11549,10/11/2024,Waxing,Polishing,Car Wash,,138000
11550,20/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,263000
11551,09/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,505000
11552,20/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,296000
11553,14/08/2024,Car Wash,Polishing,Tire Replacement,,382000
11554,01/02/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,233000
11555,27/02/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,370000
11556,04/12/2024,Car Wash,Tire Shine,,,198000
11557,27/08/2024,Car Wash,Tire Shine,,,338000
11558,06/05/2025,Car Wash,Polishing,Tire Replacement,,579000
11559,22/06/2024,Deodorizing,Waxing,Car Wash,,227000
11560,10/05/2024,Car Wash,Underbody Wash,,,734000
11561,14/11/2024,Deodorizing,Waxing,Car Wash,,139000
11562,30/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,459000
11563,13/01/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,808000
11564,10/04/2025,Deodorizing,Waxing,Car Wash,,655000
11565,01/12/2024,Car Wash,Underbody Wash,,,683000
11566,23/11/2024,Deodorizing,Waxing,Car Wash,,620000
11567,28/10/2024,Car Wash,Polishing,Tire Replacement,,813000
11568,27/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,214000
11569,13/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,893000
11570,31/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,407000
11571,06/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,132000
11572,21/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,614000
11573,22/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,480000
11574,23/10/2024,Deodorizing,Waxing,Car Wash,,137000
11575,06/03/2025,Car Wash,Polishing,Tire Replacement,,530000
11576,28/07/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,729000
11577,24/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,261000
11578,12/10/2024,Waxing,Polishing,Car Wash,,499000
11579,10/08/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,458000
11580,04/04/2025,Car Wash,Polishing,Tire Replacement,,660000
11581,03/05/2025,Deodorizing,Waxing,Car Wash,,997000
11582,24/02/2025,Car Wash,Underbody Wash,,,845000
11583,06/03/2025,Car Wash,Polishing,Tire Replacement,,215000
11584,19/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,901000
11585,25/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,261000
11586,25/07/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,648000
11587,15/07/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,352000
11588,03/01/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,125000
11589,24/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,641000
11590,18/02/2025,Waxing,Polishing,Car Wash,,284000
11591,28/03/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,358000
11592,12/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,283000
11593,06/06/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,509000
11594,22/07/2024,Deodorizing,Interior Vacuuming,Car Wash,,603000
11595,16/11/2024,Car Wash,Tire Shine,,,604000
11596,28/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,646000
11597,02/06/2024,Car Wash,Underbody Wash,,,198000
11598,04/02/2025,Car Wash,Tire Shine,,,462000
11599,22/11/2024,Car Wash,Tire Shine,,,80000
11600,05/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,396000
11601,25/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,460000
11602,19/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,821000
11603,19/01/2025,Waxing,Polishing,Car Wash,,577000
11604,12/09/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,542000
11605,21/10/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,431000
11606,06/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,708000
11607,04/09/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,733000
11608,17/09/2024,Deodorizing,Waxing,Car Wash,,330000
11609,06/05/2025,Waxing,Polishing,Car Wash,,699000
11610,28/10/2024,Car Wash,Tire Shine,,,798000
11611,02/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,667000
11612,02/09/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,193000
11613,11/03/2025,Car Wash,Tire Shine,,,294000
11614,24/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,346000
11615,11/06/2024,Waxing,Polishing,Car Wash,,306000
11616,25/01/2025,Waxing,Polishing,Car Wash,,469000
11617,18/08/2024,Deodorizing,Waxing,Car Wash,,228000
11618,15/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,478000
11619,27/06/2024,Car Wash,Underbody Wash,,,270000
11620,31/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,710000
11621,30/06/2024,Car Wash,Tire Shine,,,819000
11622,21/10/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,732000
11623,12/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,665000
11624,01/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,113000
11625,25/05/2024,Deodorizing,Waxing,Car Wash,,426000
11626,30/11/2024,Car Wash,Polishing,Tire Replacement,,152000
11627,25/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,487000
11628,27/04/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,542000
11629,11/07/2024,Waxing,Polishing,Car Wash,,499000
11630,06/12/2024,Waxing,Polishing,Car Wash,,718000
11631,31/12/2024,Car Wash,Underbody Wash,,,128000
11632,07/06/2024,Deodorizing,Waxing,Car Wash,,288000
11633,07/03/2025,Car Wash,Polishing,Tire Replacement,,639000
11634,25/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,247000
11635,01/03/2025,Deodorizing,Waxing,Car Wash,,533000
11636,24/02/2025,Car Wash,Polishing,Tire Replacement,,740000
11637,27/07/2024,Car Wash,Underbody Wash,,,298000
11638,04/03/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,463000
11639,23/12/2024,Car Wash,Underbody Wash,,,515000
11640,26/12/2024,Car Wash,Tire Shine,,,456000
11641,01/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,430000
11642,29/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,182000
11643,26/04/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,191000
11644,04/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,630000
11645,12/10/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,325000
11646,14/07/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,633000
11647,14/05/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,332000
11648,26/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,288000
11649,12/02/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,383000
11650,04/03/2025,Car Wash,Underbody Wash,,,678000
11651,14/02/2025,Waxing,Polishing,Car Wash,,82000
11652,04/10/2024,Deodorizing,Interior Vacuuming,Car Wash,,241000
11653,06/10/2024,Car Wash,Polishing,Tire Replacement,,572000
11654,29/03/2025,Deodorizing,Waxing,Car Wash,,71000
11655,22/02/2025,Waxing,Polishing,Car Wash,,342000
11656,15/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,343000
11657,06/04/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,581000
11658,06/05/2025,Deodorizing,Interior Vacuuming,Car Wash,,368000
11659,25/09/2024,Car Wash,Polishing,Tire Replacement,,283000
11660,22/07/2024,Waxing,Polishing,Car Wash,,441000
11661,26/09/2024,Car Wash,Underbody Wash,,,586000
11662,07/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,413000
11663,19/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,459000
11664,23/01/2025,Deodorizing,Waxing,Car Wash,,72000
11665,23/12/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,618000
11666,16/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,896000
11667,27/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,290000
11668,21/03/2025,Car Wash,Underbody Wash,,,508000
11669,29/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,636000
11670,13/11/2024,Car Wash,Underbody Wash,,,625000
11671,04/07/2024,Car Wash,Underbody Wash,,,459000
11672,18/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,435000
11673,04/02/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,187000
11674,04/04/2025,Car Wash,Underbody Wash,,,353000
11675,20/07/2024,Waxing,Polishing,Car Wash,,587000
11676,24/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,948000
11677,12/11/2024,Deodorizing,Interior Vacuuming,Car Wash,,665000
11678,26/09/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,199000
11679,29/08/2024,Car Wash,Polishing,Tire Replacement,,336000
11680,01/02/2025,Car Wash,Underbody Wash,,,318000
11681,23/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,194000
11682,04/08/2024,Deodorizing,Interior Vacuuming,Car Wash,,289000
11683,19/01/2025,Car Wash,Underbody Wash,,,406000
11684,09/06/2024,Deodorizing,Waxing,Car Wash,,379000
11685,14/01/2025,Car Wash,Underbody Wash,,,562000
11686,13/11/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,414000
11687,27/05/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,375000
11688,04/03/2025,Car Wash,Underbody Wash,,,666000
11689,15/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,494000
11690,12/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,537000
11691,29/11/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,126000
11692,25/12/2024,Deodorizing,Interior Vacuuming,Car Wash,,705000
11693,28/03/2025,Deodorizing,Interior Vacuuming,Car Wash,,147000
11694,15/01/2025,Deodorizing,Waxing,Car Wash,,242000
11695,10/03/2025,Car Wash,Polishing,Tire Replacement,,317000
11696,09/04/2025,Car Wash,Polishing,Tire Replacement,,296000
11697,07/03/2025,Car Wash,Underbody Wash,,,614000
11698,28/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,163000
11699,27/12/2024,Waxing,Polishing,Car Wash,,765000
11700,20/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,282000
11701,10/07/2024,Deodorizing,Waxing,Car Wash,,530000
11702,21/08/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,622000
11703,18/02/2025,Deodorizing,Interior Vacuuming,Car Wash,,480000
11704,23/02/2025,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,521000
11705,09/03/2025,Car Wash,Underbody Wash,,,719000
11706,01/10/2024,Car Wash,Tire Shine,,,267000
11707,15/03/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,224000
11708,08/02/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,483000
11709,13/12/2024,Deodorizing,Waxing,Car Wash,,391000
11710,10/05/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,362000
11711,14/02/2025,Deodorizing,Waxing,Car Wash,,525000
11712,01/12/2024,Deodorizing,Waxing,Car Wash,,285000
11713,18/10/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,70000
11714,08/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,94000
11715,29/05/2024,Waxing,Polishing,Car Wash,,901000
11716,20/08/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,540000
11717,27/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,444000
11718,20/10/2024,Waxing,Polishing,Car Wash,,606000
11719,06/10/2024,Car Wash,Tire Shine,,,205000
11720,31/05/2024,Car Wash,Polishing,Tire Replacement,,221000
11721,25/01/2025,Interior Vacuuming,Engine Cleaning,Car Wash,,294000
11722,27/11/2024,Car Wash,Bug & Tar Removal,Polishing,Tire Shine,825000
11723,23/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,89000
11724,01/01/2025,Car Wash,Polishing,Tire Replacement,,305000
11725,22/01/2025,Car Wash,Underbody Wash,,,184000
11726,15/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,765000
11727,19/01/2025,Car Wash,Underbody Wash,,,247000
11728,14/04/2025,Waxing,Polishing,Car Wash,,299000
11729,13/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,211000
11730,15/08/2024,Waxing,Polishing,Car Wash,,560000
11731,04/06/2024,Car Wash,Underbody Wash,,,128000
11732,05/12/2024,Car Wash,Underbody Wash,,,812000
11733,11/07/2024,Car Wash,Tire Shine,,,378000
11734,26/08/2024,Car Wash,Polishing,Tire Replacement,,425000
11735,09/02/2025,Car Wash,Tire Shine,,,274000
11736,15/04/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,571000
11737,02/12/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,215000
11738,24/03/2025,Deodorizing,Waxing,Car Wash,,173000
11739,07/06/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,225000
11740,11/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,436000
11741,19/06/2024,Deodorizing,Waxing,Car Wash,,469000
11742,28/12/2024,Car Wash,Tire Shine,,,999000
11743,23/01/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,139000
11744,27/11/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,157000
11745,24/08/2024,Waxing,Polishing,Car Wash,,501000
11746,14/12/2024,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,752000
11747,06/06/2024,Interior Vacuuming,Engine Cleaning,Car Wash,,534000
11748,29/01/2025,Car Wash,Polishing,Tire Replacement,,221000
11749,04/08/2024,Car Wash,Polishing,Tire Replacement,,649000
11750,07/01/2025,Deodorizing,Waxing,Car Wash,,459000
11751,10/09/2024,Waxing,Polishing,Car Wash,,617000
11752,26/04/2025,Deodorizing,Interior Vacuuming,Car Wash,,191000
11753,05/05/2025,Waxing,Tire Shine,Engine Cleaning,Car Wash,421000
11754,09/09/2024,Car Wash,Underbody Wash,,,393000
11755,19/02/2025,Car Wash,Tire Shine,,,577000
11756,29/01/2025,Car Wash,Underbody Wash,,,265000
11757,29/12/2024,Car Wash,Tire Shine,,,565000
11758,15/05/2024,Waxing,Polishing,Car Wash,,473000
11759,04/03/2025,Deodorizing,Waxing,Car Wash,,454000
11760,06/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,621000
11761,05/12/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,563000
11762,30/09/2024,Deodorizing,Interior Vacuuming,Car Wash,,632000
11763,24/05/2024,Deodorizing,Waxing,Car Wash,,218000
11764,18/03/2025,Underbody Wash,Engine Cleaning,Interior Vacuuming,Car Wash,194000
11765,22/10/2024,Waxing,Tire Shine,Engine Cleaning,Car Wash,222000
11766,29/10/2024,Deodorizing,Waxing,Car Wash,,368000
